age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
40,Private,373881,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
48,Local-gov,219331,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
61,Self-emp-not-inc,35790,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,185132,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,60,United-States,<=50K
19,?,56131,HS-grad,9,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K
61,Private,323132,10th,6,Married-civ-spouse,?,Husband,White,Male,0,0,36,United-States,<=50K
58,Private,59811,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Portugal,<=50K
36,Private,30799,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,60,United-States,>50K
46,Local-gov,281386,Doctorate,16,Divorced,Prof-specialty,Unmarried,White,Female,7407,0,40,United-States,>50K
22,Private,198760,1st-4th,2,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,Mexico,<=50K
23,Private,118866,HS-grad,9,Never-married,Sales,Other-relative,Black,Female,0,0,40,United-States,<=50K
18,Self-emp-not-inc,220069,11th,7,Never-married,Sales,Own-child,White,Female,0,0,5,United-States,<=50K
34,Self-emp-inc,329600,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,6477,0,50,United-States,>50K
21,Private,33691,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,<=50K
42,Private,99718,Masters,14,Separated,Prof-specialty,Unmarried,White,Female,0,0,55,United-States,<=50K
49,Private,116152,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,40,United-States,>50K
27,Private,99039,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
39,Private,235671,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2501,0,40,United-States,<=50K
20,Private,199551,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
56,Private,39417,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
28,Private,199113,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,<=50K
71,?,198020,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,>50K
22,Local-gov,239877,Assoc-voc,11,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
32,Local-gov,233051,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
44,Local-gov,227683,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
40,Private,208618,HS-grad,9,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,0,50,United-States,<=50K
57,Private,193023,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,<=50K
40,Private,126512,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,2388,50,Yugoslavia,<=50K
31,Private,344987,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,<=50K
50,Private,60606,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,70,United-States,<=50K
48,Private,367596,7th-8th,4,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,199168,10th,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,28,United-States,<=50K
37,Private,400446,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,111965,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,396713,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
63,Private,218753,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,2311,45,United-States,<=50K
32,Private,175109,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,30,Trinadad&Tobago,<=50K
90,?,293563,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,6680,0,40,United-States,<=50K
35,Private,131076,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K
19,Private,197005,Preschool,1,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
42,Private,137685,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
39,?,189757,Some-college,10,Never-married,?,Own-child,White,Male,0,0,20,United-States,<=50K
23,Private,200790,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K
55,Self-emp-inc,220698,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,15126,0,54,United-States,>50K
37,Private,151649,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
39,Private,168530,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
28,Self-emp-not-inc,161075,10th,6,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
58,Private,113127,Some-college,10,Separated,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
21,Private,61078,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,30,?,<=50K
32,Private,183604,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
19,?,82135,HS-grad,9,Never-married,?,Own-child,White,Female,0,0,15,United-States,<=50K
31,Private,134935,Some-college,10,Divorced,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K
21,Private,178211,11th,7,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,20,United-States,<=50K
59,Private,116665,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
47,Local-gov,276797,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,65,United-States,>50K
61,?,48590,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,50,Canada,<=50K
59,Private,163055,11th,7,Divorced,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K
37,?,175038,Bachelors,13,Divorced,?,Not-in-family,White,Male,0,0,24,United-States,<=50K
28,Private,66667,10th,6,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,63811,11th,7,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
31,Private,196068,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
36,Local-gov,199084,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
39,Private,166675,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,99,United-States,<=50K
45,Private,75400,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
45,?,209486,Bachelors,13,Married-civ-spouse,?,Wife,Other,Female,0,0,36,Puerto-Rico,>50K
31,Private,45544,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,0,0,20,United-States,<=50K
69,Private,100062,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,12487,0,40,United-States,<=50K
40,Private,345918,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
47,Private,68064,11th,7,Never-married,Other-service,Not-in-family,White,Male,0,0,60,United-States,<=50K
47,Private,242652,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
33,Private,251780,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,5058,0,60,United-States,<=50K
41,Private,142638,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
20,Private,104879,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,25,United-States,<=50K
31,?,200151,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,45,United-States,<=50K
35,Private,282505,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
37,Private,284958,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,44525,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
42,Private,36405,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,4216,0,40,United-States,<=50K
48,?,240615,Bachelors,13,Widowed,?,Not-in-family,White,Female,0,0,8,United-States,<=50K
20,Local-gov,432323,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
39,Private,29210,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
37,Private,383610,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,152178,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States,<=50K
35,Private,220629,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,>50K
50,Private,221926,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
30,Private,21369,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50K
44,Private,37368,10th,6,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,40,United-States,<=50K
63,Private,290880,Some-college,10,Widowed,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
38,Self-emp-not-inc,88043,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,60,United-States,<=50K
20,Private,226170,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
61,Private,102651,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,40,United-States,>50K
47,Private,469927,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,32,United-States,>50K
31,Private,36231,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
55,Private,246831,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States,<=50K
36,State-gov,111478,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
41,Private,29619,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,2182,0,60,United-States,<=50K
64,Private,129200,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
19,Private,178277,Some-college,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,15,United-States,<=50K
30,Federal-gov,158869,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
19,Private,327138,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,20,United-States,<=50K
29,Private,287183,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,15420,0,60,United-States,>50K
43,Federal-gov,21591,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,3132,0,40,United-States,>50K
62,Private,225742,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K
54,Federal-gov,125639,Doctorate,16,Married-spouse-absent,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,>50K
39,Self-emp-not-inc,138946,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
20,State-gov,177874,Assoc-voc,11,Married-civ-spouse,Protective-serv,Own-child,White,Male,0,0,40,United-States,<=50K
34,Private,185688,Some-college,10,Separated,Adm-clerical,Own-child,White,Female,0,0,30,United-States,<=50K
35,Private,177037,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
43,Private,174434,Bachelors,13,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
49,Private,200048,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
34,Private,19102,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
30,Private,110362,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,55,United-States,<=50K
43,Self-emp-not-inc,237572,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,0,0,40,United-States,<=50K
32,Private,105241,11th,7,Divorced,Craft-repair,Not-in-family,Other,Male,0,0,60,United-States,<=50K
31,Private,278126,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,2001,40,Mexico,<=50K
36,Private,84470,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
66,Private,161958,10th,6,Divorced,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,<=50K
20,Private,318475,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
29,Local-gov,342433,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1740,45,United-States,<=50K
74,Private,183337,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
53,Private,228208,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,1898,32,?,>50K
30,Private,171784,HS-grad,9,Separated,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K
22,Private,123926,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,51,United-States,<=50K
34,Private,386750,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
68,?,216255,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,8,United-States,<=50K
61,Private,131925,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
28,Private,284085,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
41,Private,56169,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
49,Local-gov,180666,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
46,Private,110360,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
43,Private,108165,Doctorate,16,Divorced,Prof-specialty,Unmarried,White,Male,7169,0,40,United-States,<=50K
25,Private,277042,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
21,Private,131447,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,<=50K
30,Self-emp-not-inc,191259,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,16,United-States,>50K
24,Private,196829,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,30,Puerto-Rico,<=50K
36,Private,101954,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,15192,0,60,United-States,>50K
42,Private,118250,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,20,United-States,<=50K
37,Private,171871,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
41,Private,294823,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,Haiti,<=50K
41,Private,73718,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States,<=50K
61,Private,394173,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0,0,40,United-States,>50K
60,Local-gov,175536,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,1897,40,United-States,>50K
62,State-gov,211995,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
43,Private,166741,HS-grad,9,Divorced,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,14632,0,55,United-States,<=50K
45,Self-emp-inc,340493,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,54,United-States,>50K
28,Private,245061,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,>50K
54,Self-emp-not-inc,330228,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,15771,0,40,Germany,>50K
58,Private,188877,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,?,>50K
65,?,108734,10th,6,Married-civ-spouse,?,Husband,White,Male,0,0,30,United-States,<=50K
49,Private,167788,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,604,40,United-States,<=50K
34,Private,42093,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,46,United-States,<=50K
46,Private,106121,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
29,Local-gov,21076,Assoc-acdm,12,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
51,Private,47839,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
33,State-gov,263845,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
22,Private,176894,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
61,Private,236458,10th,6,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States,<=50K
60,Private,201177,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,161347,Assoc-voc,11,Never-married,Farming-fishing,Own-child,White,Male,0,0,50,United-States,<=50K
35,Private,168794,Assoc-acdm,12,Married-civ-spouse,Sales,Wife,White,Female,0,0,12,United-States,<=50K
18,?,141308,HS-grad,9,Never-married,?,Own-child,White,Female,0,0,30,United-States,<=50K
41,Private,408227,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,Cambodia,<=50K
45,Private,176586,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1858,45,United-States,>50K
45,Private,245195,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,2001,40,United-States,<=50K
18,Private,115198,11th,7,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,<=50K
18,Private,29231,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,16,United-States,<=50K
30,Private,184622,7th-8th,4,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,40,Puerto-Rico,<=50K
33,Private,331076,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,>50K
39,Private,193658,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1978,47,United-States,>50K
49,Self-emp-not-inc,52090,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,3117,0,40,United-States,>50K
45,Private,453272,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
18,Private,164111,7th-8th,4,Never-married,Other-service,Other-relative,White,Male,0,0,40,Ecuador,<=50K
27,Private,278182,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,42,United-States,<=50K
50,Local-gov,174885,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1890,50,United-States,>50K
27,Private,130008,Assoc-voc,11,Never-married,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
60,Self-emp-not-inc,35335,11th,7,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,Canada,<=50K
31,Private,177184,Bachelors,13,Separated,Exec-managerial,Unmarried,Black,Female,0,0,50,United-States,<=50K
32,Self-emp-inc,113566,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
22,Local-gov,631101,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
64,Private,172119,Assoc-acdm,12,Separated,Exec-managerial,Not-in-family,White,Male,0,0,20,United-States,<=50K
21,Private,151445,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,37,United-States,<=50K
31,Local-gov,416231,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,35,United-States,<=50K
19,Private,202339,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,25,United-States,<=50K
28,Private,240772,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Other,Male,0,1911,40,Puerto-Rico,>50K
36,Private,364491,Assoc-voc,11,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,<=50K
49,Private,207752,7th-8th,4,Divorced,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
22,State-gov,105501,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
30,Private,186358,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
71,Self-emp-not-inc,111010,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
50,Local-gov,227191,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2014,40,United-States,<=50K
58,Private,36029,Masters,14,Never-married,Prof-specialty,Unmarried,White,Male,0,0,50,United-States,<=50K
55,Self-emp-not-inc,178378,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,42,United-States,>50K
28,Private,1144505,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,2150,0,40,United-States,<=50K
41,Private,161846,10th,6,Married-civ-spouse,Other-service,Husband,White,Male,0,0,30,United-States,<=50K
23,State-gov,453774,Some-college,10,Married-civ-spouse,Protective-serv,Wife,White,Female,0,0,25,United-States,<=50K
27,Private,206698,Assoc-voc,11,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,48,United-States,<=50K
37,Private,292215,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
29,Private,320420,5th-6th,3,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Mexico,<=50K
35,Self-emp-not-inc,38388,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5047,0,50,United-States,<=50K
34,Private,112365,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,<=50K
56,Federal-gov,128762,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,48,United-States,>50K
37,Private,300243,HS-grad,9,Separated,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
42,Private,117677,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
47,Private,340304,HS-grad,9,Separated,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K
51,Private,105219,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,15768,0,50,United-States,>50K
35,Private,150545,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
50,Private,132639,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,<=50K
49,Private,108692,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,35,United-States,<=50K
61,Federal-gov,204737,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,44,United-States,<=50K
57,Private,360684,7th-8th,4,Never-married,Craft-repair,Unmarried,Black,Male,0,0,40,Ecuador,<=50K
21,Private,290108,Some-college,10,Never-married,Sales,Other-relative,White,Female,0,0,50,United-States,<=50K
67,Private,143683,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
22,Private,191481,Assoc-voc,11,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
53,Federal-gov,17759,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,48,United-States,<=50K
29,Private,98965,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
54,Private,65997,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,55,United-States,>50K
63,Self-emp-not-inc,114797,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,72,United-States,<=50K
