age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
19,Private,31618,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,10,United-States,<=50K
75,Self-emp-not-inc,165164,12th,8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
23,State-gov,181963,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,30,United-States,<=50K
31,Private,188082,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
51,Private,331313,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
41,Private,338917,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,Greece,>50K
32,Private,167510,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,952,0,25,United-States,<=50K
38,Private,185470,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
36,?,90247,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,53402,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
50,Private,190926,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
43,Private,248301,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,45,United-States,<=50K
48,Self-emp-not-inc,206582,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
41,State-gov,288795,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
43,Private,206327,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,48,United-States,<=50K
47,Private,192930,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5410,0,40,United-States,>50K
54,Private,230861,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,65,United-States,<=50K
25,Private,364993,HS-grad,9,Separated,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
47,Private,90955,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
19,Federal-gov,33288,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K
33,Private,143760,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,45,Taiwan,<=50K
54,Private,338581,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,?,>50K
42,Self-emp-not-inc,214207,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
18,Local-gov,335745,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,22,United-States,<=50K
41,Private,182592,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,Black,Male,0,0,40,?,<=50K
42,Private,222555,Assoc-acdm,12,Divorced,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K
24,Private,323071,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,169939,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,178661,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
45,Federal-gov,188011,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,36,?,>50K
49,Federal-gov,130273,Masters,14,Never-married,Tech-support,Not-in-family,White,Female,0,0,50,?,>50K
18,Private,114822,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,32,United-States,<=50K
20,Local-gov,41602,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Male,0,0,35,United-States,<=50K
50,Private,96591,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
44,Private,57928,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,England,>50K
51,Private,131228,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1932,42,United-States,>50K
43,Private,188787,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,3133,0,45,United-States,>50K
62,Private,145909,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,15024,0,40,United-States,>50K
19,Private,186369,5th-6th,3,Married-civ-spouse,Transport-moving,Other-relative,Black,Female,0,0,40,United-States,<=50K
42,Private,132702,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K
27,Private,253367,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,<=50K
44,Private,166312,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,0,0,60,United-States,<=50K
30,Private,151249,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Other,Male,0,0,40,Japan,<=50K
62,Self-emp-not-inc,36177,HS-grad,9,Widowed,Farming-fishing,Not-in-family,White,Male,0,0,4,United-States,<=50K
33,Private,39154,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,36,United-States,<=50K
55,Private,178934,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1942,45,United-States,>50K
25,?,35833,Bachelors,13,Never-married,?,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
41,Private,197902,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1708,60,United-States,<=50K
38,Private,120919,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,116056,10th,6,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
56,Private,212757,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
46,Private,194785,Some-college,10,Widowed,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,0,0,47,United-States,<=50K
29,Private,152202,Some-college,10,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
34,Private,96334,Assoc-voc,11,Divorced,Craft-repair,Unmarried,Asian-Pac-Islander,Male,0,0,45,United-States,>50K
26,Private,154659,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
57,Self-emp-inc,207351,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,75,United-States,<=50K
26,Local-gov,1071507,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,42,United-States,<=50K
55,Private,249637,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,<=50K
42,?,253294,Assoc-voc,11,Separated,?,Unmarried,Amer-Indian-Eskimo,Female,0,0,24,United-States,<=50K
36,Local-gov,192729,HS-grad,9,Divorced,Exec-managerial,Own-child,Black,Male,0,0,40,United-States,<=50K
40,Private,287244,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Puerto-Rico,<=50K
21,Private,222956,HS-grad,9,Never-married,Priv-house-serv,Own-child,White,Female,0,0,40,United-States,<=50K
36,Federal-gov,253138,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1979,40,United-States,>50K
35,Self-emp-not-inc,134756,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States,<=50K
26,Private,337086,Bachelors,13,Never-married,Exec-managerial,Own-child,Black,Male,0,0,40,Jamaica,<=50K
32,Private,312299,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K
18,Self-emp-not-inc,181228,10th,6,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States,<=50K
35,Local-gov,273156,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,50,Philippines,<=50K
50,Local-gov,30944,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,175306,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,154904,Assoc-voc,11,Separated,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
64,?,121624,11th,7,Divorced,?,Not-in-family,Black,Male,0,0,40,United-States,<=50K
39,State-gov,107137,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K
27,Private,109767,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
51,Private,103893,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
43,Federal-gov,67199,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
54,Private,194566,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,0,1962,60,United-States,>50K
29,Private,47261,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
60,Private,359636,Prof-school,15,Widowed,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,60,Philippines,<=50K
19,Private,121451,Some-college,10,Never-married,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Male,0,0,49,Philippines,<=50K
33,Private,148350,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
47,Private,163119,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
35,Federal-gov,171876,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,8871,0,40,United-States,>50K
21,?,149802,HS-grad,9,Never-married,?,Own-child,White,Female,0,0,20,United-States,<=50K
33,Self-emp-not-inc,467244,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,?,<=50K
27,Private,262565,Some-college,10,Never-married,Sales,Own-child,Black,Female,2612,0,40,United-States,<=50K
23,Private,170498,Bachelors,13,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K
41,Self-emp-not-inc,390059,HS-grad,9,Never-married,Farming-fishing,Own-child,Black,Male,0,1597,30,United-States,<=50K
44,Local-gov,32629,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,0,38,United-States,<=50K
51,Private,112209,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,20,United-States,>50K
37,State-gov,163171,Assoc-voc,11,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,0,0,35,Philippines,<=50K
59,Private,56488,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
31,Self-emp-not-inc,174358,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,>50K
77,Private,15547,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States,<=50K
28,Self-emp-not-inc,38199,Assoc-voc,11,Never-married,Farming-fishing,Not-in-family,White,Male,3389,0,40,United-States,<=50K
36,Private,35831,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,>50K
44,Private,179907,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Female,0,0,40,United-States,<=50K
65,?,192283,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,2508,0,38,United-States,<=50K
54,Private,159054,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,Male,0,0,60,United-States,>50K
26,Federal-gov,103492,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
48,Private,135063,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,30,Portugal,<=50K
68,Private,237909,HS-grad,9,Married-civ-spouse,Sales,Husband,Other,Male,0,0,40,United-States,<=50K
48,Private,165375,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,?,<=50K
39,Private,97217,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
64,?,362213,10th,6,Widowed,?,Not-in-family,White,Female,0,2209,12,United-States,<=50K
36,Private,111553,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
57,Private,195603,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,8415,0,70,United-States,>50K
53,Self-emp-not-inc,234477,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,27,United-States,>50K
44,Local-gov,16181,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,4,United-States,<=50K
46,Private,153193,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7329,0,40,United-States,>50K
47,Private,207364,1st-4th,2,Widowed,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States,<=50K
52,Private,207701,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,40,Dominican-Republic,<=50K
31,Self-emp-not-inc,34590,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,>50K
26,Private,319147,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,<=50K
47,Private,395703,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,<=50K
28,Local-gov,50638,Doctorate,16,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,<=50K
67,?,142427,HS-grad,9,Divorced,?,Not-in-family,Black,Male,2911,0,22,United-States,<=50K
57,State-gov,27740,Masters,14,Separated,Prof-specialty,Unmarried,White,Male,1837,0,35,United-States,<=50K
67,Private,151800,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,3481,0,70,United-States,<=50K
28,Private,255716,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
26,Private,460498,Assoc-voc,11,Never-married,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
33,Self-emp-not-inc,142284,Masters,14,Divorced,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,>50K
28,Private,18998,HS-grad,9,Divorced,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
40,Private,304475,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,>50K
36,Private,153159,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
38,Private,149607,HS-grad,9,Married-civ-spouse,Transport-moving,Other-relative,White,Female,0,0,32,United-States,<=50K
84,State-gov,163725,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,38,United-States,<=50K
17,Private,193457,11th,7,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,<=50K
24,Private,143175,Bachelors,13,Married-spouse-absent,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
45,Federal-gov,153413,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
46,State-gov,239858,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K
28,Local-gov,388734,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,<=50K
39,Private,203018,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
24,Private,253909,Some-college,10,Separated,Craft-repair,Unmarried,Black,Female,0,0,40,United-States,<=50K
25,Private,190551,Assoc-voc,11,Never-married,Prof-specialty,Own-child,White,Female,0,0,35,United-States,<=50K
37,Private,54079,Assoc-voc,11,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
38,Private,209594,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
34,Private,54017,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,45,United-States,>50K
29,?,165348,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
28,?,100639,Bachelors,13,Never-married,?,Not-in-family,White,Male,0,0,10,United-States,<=50K
48,Private,196097,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,47287,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,<=50K
35,State-gov,248916,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,>50K
40,Private,185707,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K
41,Self-emp-not-inc,205177,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1977,57,United-States,>50K
21,Local-gov,228577,Some-college,10,Never-married,Tech-support,Own-child,Black,Male,0,0,35,United-States,<=50K
39,Private,208414,9th,5,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,?,<=50K
25,State-gov,419108,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,30,Japan,<=50K
25,Self-emp-not-inc,298226,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50K
23,?,180920,Bachelors,13,Never-married,?,Own-child,White,Female,0,0,25,United-States,<=50K
52,Self-emp-not-inc,50409,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,8295,0,15,United-States,>50K
41,Self-emp-not-inc,184644,1st-4th,2,Married-civ-spouse,Other-service,Husband,White,Male,0,0,15,Mexico,<=50K
39,?,52701,Bachelors,13,Never-married,?,Not-in-family,White,Male,0,0,55,?,<=50K
47,Private,95507,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
33,Private,360724,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,<=50K
47,Private,230978,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
43,Private,456629,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7339,0,52,United-States,>50K
36,Self-emp-inc,168008,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,60,United-States,<=50K
44,Private,168894,Some-college,10,Married-civ-spouse,Transport-moving,Wife,Amer-Indian-Eskimo,Female,0,0,35,United-States,>50K
43,Private,204415,5th-6th,3,Married-civ-spouse,Other-service,Husband,Other,Male,0,0,40,Mexico,<=50K
46,Private,72468,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,44,United-States,<=50K
39,Private,277528,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,3933,0,48,United-States,<=50K
35,Private,99111,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K
36,Private,191049,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,4072,0,40,United-States,<=50K
23,Local-gov,187819,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,2031,0,40,United-States,<=50K
18,Self-emp-not-inc,113622,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,22,United-States,<=50K
32,Private,51075,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
57,Self-emp-not-inc,163425,Bachelors,13,Never-married,Exec-managerial,Unmarried,White,Male,49488,0,50,Cuba,>50K
17,?,204521,HS-grad,9,Never-married,?,Own-child,White,Female,0,0,15,United-States,<=50K
47,Self-emp-not-inc,102333,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,United-States,<=50K
40,Private,74965,Some-college,10,Never-married,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
29,Private,190050,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
49,Private,89909,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
57,Private,183055,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,72,United-States,<=50K
53,Private,138422,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
27,Private,66520,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,10561,0,40,United-States,>50K
41,Private,290962,Doctorate,16,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
52,Self-emp-inc,92230,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
59,Self-emp-not-inc,506944,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,?,<=50K
49,Local-gov,142430,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Male,0,1670,40,United-States,<=50K
31,Private,181064,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
30,Private,184449,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
49,Private,226579,HS-grad,9,Divorced,Craft-repair,Unmarried,Black,Female,0,0,40,United-States,<=50K
41,State-gov,40022,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,England,>50K
35,Private,167005,Some-college,10,Never-married,Sales,Unmarried,White,Female,298,0,40,United-States,<=50K
50,Self-emp-not-inc,149621,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,30,United-States,<=50K
53,Private,339201,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
36,Self-emp-inc,137181,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,80,United-States,<=50K
48,Self-emp-inc,227955,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
27,Private,228931,Preschool,1,Never-married,Farming-fishing,Not-in-family,Black,Male,0,0,77,Mexico,<=50K
40,Private,38598,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1921,40,United-States,>50K
28,Private,36614,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
31,Private,240032,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
33,Private,128509,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
38,Local-gov,142370,7th-8th,4,Divorced,Other-service,Unmarried,Black,Female,0,0,32,United-States,<=50K
40,Private,188017,Some-college,10,Divorced,Exec-managerial,Not-in-family,Black,Male,0,0,45,United-States,>50K
50,Private,201857,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
21,Private,403236,Assoc-voc,11,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
32,Private,190051,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
55,Private,148052,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,172991,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,4391,0,40,United-States,>50K
43,?,142908,Some-college,10,Never-married,?,Not-in-family,White,Female,0,0,25,United-States,<=50K
30,Private,294271,Masters,14,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,<=50K
25,Private,71156,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,43,Canada,>50K
25,Private,207799,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,75,United-States,<=50K
45,State-gov,222692,Some-college,10,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,45,Jamaica,<=50K
