age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
41,Private,166600,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,44,United-States,<=50K
52,Private,268576,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
47,Private,216341,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1858,40,United-States,>50K
59,Self-emp-not-inc,155765,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1978,60,United-States,>50K
32,Private,152100,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
39,Private,102982,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
29,Private,175654,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
50,Private,270677,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,40,Jamaica,<=50K
24,Private,127300,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
55,Private,305829,7th-8th,4,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,45,United-States,>50K
68,Self-emp-not-inc,42297,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,<=50K
35,Private,136452,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
32,Private,100475,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,168202,Some-college,10,Divorced,Sales,Unmarried,White,Female,6284,0,40,United-States,<=50K
73,Self-emp-not-inc,22219,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
31,Local-gov,183227,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,48,Canada,<=50K
44,Private,106819,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,0,1669,45,United-States,<=50K
25,Private,171752,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
42,Private,125450,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
49,Local-gov,287190,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
54,Private,301297,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,40,United-States,>50K
40,Private,136406,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,32,United-States,>50K
28,Private,213009,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
49,Private,420717,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15048,0,60,United-States,>50K
19,Private,212895,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,<=50K
23,Private,195644,HS-grad,9,Never-married,Craft-repair,Unmarried,Black,Male,0,0,60,United-States,>50K
46,Private,128466,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,>50K
55,Private,152841,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
25,Private,176818,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,<=50K
38,Private,189985,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,0,0,38,United-States,<=50K
24,Private,129740,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
52,Federal-gov,82150,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,53,United-States,<=50K
38,Private,186812,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,<=50K
25,Private,176153,10th,6,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,36,United-States,<=50K
24,Private,303023,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
26,Federal-gov,289664,Some-college,10,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
39,Private,212454,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,5194,0,40,United-States,>50K
24,Private,406790,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,37,United-States,<=50K
24,?,126282,Some-college,10,Never-married,?,Not-in-family,White,Male,0,1720,15,United-States,<=50K
29,Private,178157,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
19,Self-emp-inc,296391,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
34,Private,323386,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Female,0,0,45,El-Salvador,<=50K
21,Private,249483,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,44,United-States,<=50K
22,Private,169694,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,<=50K
70,Private,362829,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,2304,0,40,United-States,<=50K
55,Private,100942,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Female,1910,0,40,United-States,<=50K
51,?,253520,10th,6,Widowed,?,Not-in-family,White,Male,0,0,6,United-States,<=50K
31,Private,275953,HS-grad,9,Separated,Transport-moving,Own-child,Black,Male,0,0,40,United-States,<=50K
43,Private,274040,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,45,United-States,>50K
30,Self-emp-not-inc,119865,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,53,United-States,<=50K
46,Private,108989,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,<=50K
33,Private,182203,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
47,Private,247340,1st-4th,2,Married-spouse-absent,Craft-repair,Not-in-family,Black,Male,0,0,40,Puerto-Rico,<=50K
20,Private,108893,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,20,United-States,<=50K
30,Private,210670,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
46,Private,224611,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Female,0,0,30,United-States,<=50K
38,Private,94217,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,?,<=50K
36,Private,103770,HS-grad,9,Separated,Adm-clerical,Unmarried,Other,Female,0,0,43,United-States,<=50K
25,Private,381608,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,36,United-States,<=50K
28,Private,179031,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
20,State-gov,292607,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
42,Private,145393,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K
71,?,54314,Some-college,10,Widowed,?,Not-in-family,White,Female,0,0,30,United-States,<=50K
75,Local-gov,163958,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,54,United-States,<=50K
27,Private,142632,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
28,Never-worked,133310,10th,6,Widowed,?,Not-in-family,White,Female,0,0,16,United-States,<=50K
30,Federal-gov,35561,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Mexico,<=50K
28,Private,225204,11th,7,Never-married,Other-service,Not-in-family,White,Female,0,0,40,Mexico,<=50K
25,Private,237268,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
31,Local-gov,333272,10th,6,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
30,Private,104658,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,32,United-States,<=50K
21,Private,197564,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,48,United-States,<=50K
40,State-gov,56643,10th,6,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20,United-States,<=50K
45,Local-gov,149316,Assoc-voc,11,Divorced,Protective-serv,Unmarried,White,Female,0,0,40,United-States,<=50K
30,Private,430264,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Female,0,0,40,United-States,<=50K
84,Private,166049,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,55,United-States,<=50K
47,Private,135244,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
26,Private,148096,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,<=50K
57,Private,181256,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
41,Self-emp-inc,193224,7th-8th,4,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
26,?,128149,Assoc-voc,11,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,108440,HS-grad,9,Never-married,Sales,Unmarried,White,Female,0,0,42,United-States,<=50K
65,Private,200417,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
34,Private,252374,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Germany,<=50K
25,Private,296013,Some-college,10,Married-AF-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
26,Private,206889,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
19,?,130368,Some-college,10,Never-married,?,Own-child,White,Female,0,0,16,United-States,<=50K
31,Private,125852,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
30,Self-emp-not-inc,134181,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,Ecuador,<=50K
41,Private,356668,HS-grad,9,Never-married,Other-service,Unmarried,Black,Male,0,0,40,United-States,<=50K
26,Private,334770,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,49,United-States,<=50K
22,Private,418106,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,276424,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,62,United-States,>50K
57,Private,133199,Some-college,10,Divorced,Tech-support,Not-in-family,White,Male,9044,0,52,United-States,>50K
25,Private,252493,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
20,Private,50100,11th,7,Never-married,Sales,Not-in-family,White,Female,0,0,20,United-States,<=50K
44,Self-emp-not-inc,25587,Doctorate,16,Married-civ-spouse,Farming-fishing,Husband,White,Male,5406,0,50,United-States,>50K
22,Private,28398,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,0,0,45,United-States,<=50K
77,Self-emp-not-inc,138298,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
74,?,369111,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,30,United-States,<=50K
18,Private,340651,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
29,Self-emp-not-inc,58753,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
29,State-gov,216409,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,178004,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
24,Private,82773,Assoc-voc,11,Separated,Sales,Own-child,White,Female,0,0,15,United-States,<=50K
60,Federal-gov,307372,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,8190,0,40,United-States,>50K
31,Private,26904,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,35,United-States,<=50K
60,Private,182032,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50K
53,?,138656,Assoc-acdm,12,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Male,0,0,80,United-States,>50K
54,Private,166601,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
61,Private,128450,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
36,Private,194090,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
67,Self-emp-not-inc,183344,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,72,United-States,<=50K
35,Private,53065,10th,6,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,40,United-States,<=50K
39,Local-gov,108445,Assoc-acdm,12,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,0,0,20,United-States,>50K
47,Private,315665,10th,6,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,60,United-States,<=50K
42,Self-emp-not-inc,208949,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,65,United-States,<=50K
21,State-gov,117561,Some-college,10,Married-civ-spouse,Protective-serv,Own-child,White,Male,0,0,40,United-States,<=50K
31,Private,305610,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
37,State-gov,26860,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
31,Private,174908,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
41,Local-gov,165364,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
28,Private,364187,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
48,Private,109226,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
37,Private,139080,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,>50K
52,Private,124211,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4407,0,40,United-States,>50K
36,Private,280461,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,Mexico,<=50K
50,Self-emp-not-inc,194357,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,3445,0,50,United-States,<=50K
18,Self-emp-not-inc,187277,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
70,?,72636,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,0,0,20,United-States,<=50K
47,Private,329031,Some-college,10,Widowed,Sales,Unmarried,White,Female,0,0,38,United-States,<=50K
49,Private,168096,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
46,Self-emp-not-inc,264316,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1939,50,United-States,>50K
43,Local-gov,306391,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
58,State-gov,240178,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
27,State-gov,120848,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,163997,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
21,Private,276277,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Female,0,0,30,United-States,<=50K
59,Private,198367,11th,7,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Peru,<=50K
74,Private,220823,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,84,United-States,>50K
51,Federal-gov,339664,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
54,Private,157879,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K
39,State-gov,191136,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,1877,40,United-States,<=50K
38,Local-gov,109672,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
23,Private,285275,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
34,Self-emp-not-inc,195269,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,>50K
30,Private,108873,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,70,United-States,<=50K
45,Private,96131,HS-grad,9,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,30,China,<=50K
20,?,258406,HS-grad,9,Never-married,?,Own-child,Black,Female,0,0,35,United-States,<=50K
31,Self-emp-inc,103206,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,<=50K
29,Private,162564,HS-grad,9,Never-married,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
66,Private,170843,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,205108,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
38,Private,81214,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
52,Self-emp-not-inc,298951,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
49,Local-gov,96792,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,1879,40,United-States,<=50K
66,Local-gov,336313,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,>50K
29,Private,125911,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
36,Private,158327,11th,7,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
51,Self-emp-not-inc,199454,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,99999,0,60,United-States,>50K
17,Never-worked,110377,9th,5,Never-married,?,Own-child,White,Female,0,0,24,United-States,<=50K
36,Private,295857,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,>50K
49,Private,131944,HS-grad,9,Separated,Craft-repair,Other-relative,White,Male,0,1885,40,United-States,<=50K
50,Without-pay,228740,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
43,Private,119700,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,50,United-States,>50K
30,Private,143821,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,60,?,<=50K
62,Private,374632,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Female,0,0,40,United-States,<=50K
35,Private,246132,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1307,40,United-States,>50K
41,Private,174766,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K
37,Private,310415,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,>50K
26,Private,233208,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,Scotland,<=50K
18,Private,115460,12th,8,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,<=50K
40,Private,334343,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,5764,0,41,United-States,<=50K
33,Private,89221,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
43,Self-emp-not-inc,97620,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,Germany,>50K
19,?,409495,9th,5,Never-married,?,Other-relative,White,Male,0,0,20,United-States,<=50K
26,Private,387311,Some-college,10,Never-married,Adm-clerical,Not-in-family,Other,Male,0,0,45,United-States,<=50K
55,Private,116626,12th,8,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States,<=50K
28,Private,336816,11th,7,Divorced,Other-service,Not-in-family,White,Male,0,0,20,United-States,<=50K
30,Federal-gov,56621,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
55,Federal-gov,113713,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
28,State-gov,109605,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,>50K
37,Private,324472,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
51,State-gov,144167,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
23,Private,115322,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,50,United-States,<=50K
24,Private,157164,Assoc-acdm,12,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
45,Private,118111,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,Black,Female,0,0,40,United-States,<=50K
51,Private,80813,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3111,0,40,United-States,>50K
43,Self-emp-not-inc,51712,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1905,60,United-States,>50K
30,Private,146025,HS-grad,9,Married-civ-spouse,Transport-moving,Other-relative,White,Male,0,0,99,United-States,<=50K
34,Private,207068,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,137908,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3952,0,40,United-States,<=50K
23,Private,143523,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,<=50K
25,Private,197255,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
54,Local-gov,103333,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,34,United-States,>50K
42,Local-gov,186767,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
40,?,292057,Assoc-acdm,12,Divorced,?,Unmarried,Black,Female,0,0,15,United-States,<=50K
43,Private,280305,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
68,Self-emp-not-inc,122559,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K
26,Self-emp-not-inc,31233,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,25,United-States,<=50K
46,Private,103429,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,21,United-States,<=50K
26,Private,108772,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,84,United-States,<=50K
32,Private,181150,Some-college,10,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
32,Private,121621,Bachelors,13,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,40,Vietnam,<=50K
31,Private,327887,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,2881,0,40,United-States,<=50K
42,Private,317029,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,United-States,<=50K
28,Private,178493,12th,8,Never-married,Adm-clerical,Own-child,White,Female,0,0,45,United-States,<=50K
48,Private,177759,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K
44,Private,404859,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,<=50K
61,?,256269,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,2,United-States,<=50K
32,Private,344823,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,7321,0,50,United-States,>50K
20,Private,144209,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,20,United-States,<=50K
45,Private,181666,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
48,Private,300372,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
